id,shortname,name,party,active,education,birthdate,occupation,current_jobs,jobs,commissions,mandates,awards,url,scrape_date
1235,Carlos Brito,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO CIVIL,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1235,2014-11-18T23:05:06.530882
1236,António Taveira,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO CIVIL,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1236,2014-11-18T23:05:06.651246
1237,Domingos Gomes,Nome Completo,PSD,False,,Data de Nascimento,MEDICO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1237,2014-11-18T23:05:06.763965
1238,Sérgio Vieira,Nome Completo,PSD,False,,Data de Nascimento,Consultor,Deputado na X Legislatura;,Presidente da Comissão Política do PSD da Cidade do Porto; Membro do Conselho Nacional do PSD; Presidente da Comissão Política Distrital da JSD/Porto; 1.º Vice-Presidente da ComissãO Política Nacional da JSD; Deputado à Assembleia da República na VII e VIII Legislatura; Coordenador do GP/PSD para a Juventude e Porto 2001; Presidente da Associação de Estudantes da Escola Sec. Clara de Resende; Autarca de Freguesia; Autarca da Assembleia Municipal do Porto ; Deputado na IX Legislatura; Membro da Comissão Política Distrital do PSD/Porto,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1238,2014-11-18T23:05:06.892291
1239,Luís Marques Guedes,Nome Completo,PSD,False,Licenciatura em Direito,Data de Nascimento,Jurista,Deputado na XI Legislatura; Deputado à Assembleia Municipal de Cascais,"Vice-Presidente do Grupo Parlamentar do PSD; Deputado à Assembleia da República na VII, VIII, IX e X Legislatura; Presidente do Instituto da Juventude; Presidente do Grupo Parlamentar do PSD; Membro dos XI e XII Governos Constitucionais; Vice-Presidente da Câmara Municipal de Cascais, com os Pelouros dos Departamentos Jurídico, de Polícia Municipal e de Protecção Civil",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1239,2014-11-18T23:05:07.017478
1240,Bernardino Vasconcelos,Nome Completo,PSD,False,,Data de Nascimento,MEDICO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1240,2014-11-18T23:05:07.196803
1241,Pedro da Vinha Costa,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1241,2014-11-18T23:05:07.311391
1242,João Moura de Sá,Nome Completo,PSD,False,,Data de Nascimento,ECONOMISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1242,2014-11-18T23:05:07.427582
1243,Maria do Céu Ramos,Nome Completo,PSD,False,,Data de Nascimento,ADVOGADA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1243,2014-11-18T23:05:07.545822
1244,José Carlos Póvoas,Nome Completo,PSD,False,,Data de Nascimento,ENGENHEIRO,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1244,2014-11-18T23:05:07.658682
1245,António Montalvão Machado,Nome Completo,PSD,False,Mestrado em Ciências Jurídicas,Data de Nascimento,Professor Universitário e Advogado,Deputado na XI Legislatura;; Advocacia;; Professor Universitário;; Juiz Árbitro em Tribunais Arbitrais,"Vereador na Câmara Municipal de Matosinhos; Deputado na VII, VIII, IX e X Legislaturas; Vice-Presidente da Comissão Parlamentar de Ética; Vice-Presidente da Comissão de Acompanhamento do Porto 2001; Vogal da Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Deputado à Assembleia Metropolitana do Porto; Deputado à Assembleia Municipal de Matosinhos; Membro da Alta Autoridade para a Comunicação Social; Assessor Principal do Presidente da Assembleia da República; Presidente do Conselho de Jurisdição Distrital do Porto do PSD; Vice-Presidente do Comissão Política Distrital do Porto/PSD; Presidente da Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias; Secretário de Estado dos Assuntos Parlamentares do XVI Governo;; Membro do Conselho Superior do Ministério Público;; Membro do Conselho de Acompanhamento dos Julgados de Paz;; Vice-Presidente da Direcção do Grupo Parlamentar do PSD",,,Louvor do PAR na VI Legislatura,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1245,2014-11-18T23:05:07.796111
1252,Luciano Gomes,Nome Completo,PSD,False,,Data de Nascimento,AGENTE TECNICO DE ARQUITECTURA E ENGENHARIA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1252,2014-11-18T23:05:08.070461
1260,Fernando Gomes,Nome Completo,PS,False,Licenciatura em Economia,Data de Nascimento,Economista,Deputado na X Legislatura; Membro do Secretariado Nacional do PS,"Deputado do Parlamento Europeu; Presidente da Câmara Municipal de Vila do Conde; Vice presidente do Conselho Nacional do Plano; Secretário de Estado da Habitação e Urbanismo do IX Governo Constitucional; Presidente da Câmara Municipal do Porto; Vice Presidente do Comité das Regiões da UE; Presidente do Conselho Geral da ANMP; Presidente da Junta Metropolitana do Porto; Ministro Adjunto e da Administração Interna do XIII Governo Constitucional; Conselheiro de Estado entre 1995 e 1999; Presidente da Empresa Metro do Porto, SA desde 1993 a 1999; Administrador de empresas de 1974 a 1985; Professor catedrático Convidado na Universidade Lusíada; Deputado na VIII e IX Legislatura",,,"Grã-Cruz da Ordem Infante D. Henrique; Grã-Cruz Ordem Rio Branco da R. F. do Brasil; Grande Oficial Ordem Orange Nassau dos Países Baixos; Grande Oficial Cruzeiro do Sul, da R. F. do Brasil; Comendador da Legião de Honra da República Francesa; Prémio Bordalo - Poder Local, da Casa da Imprensa, como Autarca do Ano em 1992 e em 1997; Medalha de Mérito Ordem Guarapapes - Pernambuco - Brasil; Cruz Vermelha de Benemerência; Medalha de Honra da Cidade do Porto; Medalha de Ouro da Cidade de Vila do Conde; Medalha de Ouro da Cidade de Vila Nova de Gaia; Comendador Ordem Mérito da R. F. Alemanha",http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1260,2014-11-18T23:05:08.389340
1261,Daniel Bessa,Nome Completo,PS,False,,Data de Nascimento,ECONOMISTA,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1261,2014-11-18T23:05:08.503629
1262,Francisco de Assis,Nome Completo,PS,False,Licenciatura em Filosofia,Data de Nascimento,PROFESSOR,,,,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1262,2014-11-18T23:05:08.629066
1263,Maria Carrilho,Nome Completo,PS,False,Licenciatura em SOCIOLOGIA(1974); Doutoramento em SOCIOLOGIA POLITICA (1984); Agregação na área de SOCIOLOGIA POLITICA (1991).,Data de Nascimento,Professora Universitária,Deputada na X Legislatura e Secretária da Mesa da Assembleia da República;; Coordenadora do Mestrado em Estudos Europeus (ISCTE);,"Professora Associada; Professora Auxiliar; Assistente; Membro do Secretariado Nacional do PS.; Deputada ao Parlamento Europeu, 1999-2004;; Deputada à Assembleia da República, 1995-1999;; Deputada na VII Legislatura; Professora Catedrática (ISCTE)",,,,http://www.parlamento.pt/DeputadoGP/Paginas/Biografia.aspx?BID=1263,2014-11-18T23:05:08.758365
